V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,survey_code,experiment,Q17,Q23,Q58,Q32_1,Q32_2,Q32_3,Q32_4,Q14(1),Q14(2),Q14(3),Q14(4),Q14(5),Q14(6),Q14(7),Q14(8),Q14(9),Q25_1(1),Q25_1(2),Q25_1(3),Q25_1(4),Q25_1(5),Q25_1(6),Q25_1(7),Q25_1(8),Q25_1(9),Q20(1),Q20(2),Q20(3),Q20(4),Q20(5),Q20(6),Q20(7),Q20(8),Q20(9),Q4_1(1),Q4_2(1),Q4_3(1),Q4_4(1),Q4_1(2),Q4_2(2),Q4_3(2),Q4_4(2),Q4_1(3),Q4_2(3),Q4_3(3),Q4_4(3),Q4_1(4),Q4_2(4),Q4_3(4),Q4_4(4),Q4_1(5),Q4_2(5),Q4_3(5),Q4_4(5),Q4_1(6),Q4_2(6),Q4_3(6),Q4_4(6),Q4_1(7),Q4_2(7),Q4_3(7),Q4_4(7),Q4_1(8),Q4_2(8),Q4_3(8),Q4_4(8),Q4_1(9),Q4_2(9),Q4_3(9),Q4_4(9),Q52,Q33_1,Q33_2,Q33_3,Q33_4,Q46(1),Q46(2),Q46(3),Q46(4),Q46(5),Q46(6),Q46(7),Q46(8),Q46(9),Q47_1(1),Q47_1(2),Q47_1(3),Q47_1(4),Q47_1(5),Q47_1(6),Q47_1(7),Q47_1(8),Q47_1(9),Q49(1),Q49(2),Q49(3),Q49(4),Q49(5),Q49(6),Q49(7),Q49(8),Q49(9),Q50_1(1),Q50_2(1),Q50_3(1),Q50_4(1),Q50_1(2),Q50_2(2),Q50_3(2),Q50_4(2),Q50_1(3),Q50_2(3),Q50_3(3),Q50_4(3),Q50_1(4),Q50_2(4),Q50_3(4),Q50_4(4),Q50_1(5),Q50_2(5),Q50_3(5),Q50_4(5),Q50_1(6),Q50_2(6),Q50_3(6),Q50_4(6),Q50_1(7),Q50_2(7),Q50_3(7),Q50_4(7),Q50_1(8),Q50_2(8),Q50_3(8),Q50_4(8),Q50_1(9),Q50_2(9),Q50_3(9),Q50_4(9),Q18,Q16,Q15,Q17,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q36,LocationLatitude,LocationLongitude,LocationAccuracy,
R_0BybTzRASkwMqH3,Default Response Set,Anonymous,,,24.24.131.40,0,2015-08-27 12:05:10,2015-08-27 12:08:30,1,78500266,likeability,1,1,1,0,0,30.274,0,1,1,1,1,1,1,1,1,1,22,28,-39,0,-21,100,40,62,-20,2,2,2,2,2,2,2,2,2,3.731,5.33,6.166,2,3.141,4.786,5.663,2,3.788,12.46,13.492,3,5.248,20.127,21.235,3,4.234,7.986000000000001,8.871,4,13.119,16.005,16.972,2,5.245,6.706,7.926,2,3.15,6.316000000000001,7.275,3,4.212,5.365,6.665,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,52,3,1,,,,,,,,,1,34.146499633789,-118.46519470215,-1,
R_0pL1vpaCsPjwQbb,Default Response Set,Anonymous,,,66.199.69.24,0,2015-08-27 11:26:28,2015-08-27 12:09:15,1,78558814,trust,1,,1,0,0,21.782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,86.016,0,1,1,1,1,1,1,1,1,1,50,50,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,4.024,9.489,12.388,4,3.125,4.899,8.237,3,2.652,3.883,5.437,2,3.466,6.207000000000001,7.146,3,3.81,7.368,11.953,2,4.819,6.223,8.161,2,1.902,4.7459999999999996,6.011,2,2.556,5.1610000000000005,7.439,4,1.5,14.157,17.077,3,,2,28,4,1,,,,,,,,,1,41.887603759766,-87.63680267334,-1,
R_d6Gmc758vJQU76B,Default Response Set,Anonymous,,,72.79.158.137,0,2015-08-27 12:08:47,2015-08-27 12:11:45,1,78526036,likeability,1,1,1,0,0,13.626,0,1,1,1,1,1,1,1,1,1,50,80,-20,60,-100,42,-22,-20,60,1,2,2,2,2,2,2,2,2,0,0,7.575,0,0,0,22.931,0,0,0,6.818,0,0,0,8.718,0,0,0,6.853,0,4.16,4.16,7.615,1,3.205,9.818,27.529,3,0,0,5.061,0,0,0,7.117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,3,1,,,,,,,,,1,41.384994506836,-75.646102905273,-1,
R_br2JOlJCzynDqSx,Default Response Set,Anonymous,,,24.161.28.182,0,2015-08-27 12:10:04,2015-08-27 12:12:12,1,78520386,likeability,1,1,1,0,0,7.94,0,1,1,1,1,1,1,1,1,1,-60,-11,-81,27,60,90,-21,10,-30,2,2,2,2,2,2,2,2,2,4.704,5.795999999999999,6.465,2,2.677,3.228,4.327,2,6.475,8.729,12.638,2,2.241,3.927,9.131,2,4.595,5.585,6.417,2,4.619,6.183999999999999,7.032,2,6.14,7.1339999999999995,7.762,2,4.136,8.089,9.423,3,6.176,7.216,7.943,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,29,3,1,,,,,,,,,1,41.655807495117,-74.686798095703,-1,
R_0e4YXtz1FJDWutn,Default Response Set,Anonymous,,,68.104.52.179,0,2015-08-27 12:08:11,2015-08-27 12:12:44,1,78552348,trust,1,,1,0,0,6.506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.513,0,1,1,1,1,1,1,1,1,1,74,70,65,62,59,49,75,58,78,2,1,1,1,2,2,1,2,1,2.019,3.995,4.825,2,131.975,139.143,140.406,3,1.902,4.061999999999999,5.406,3,4.493,5.949,7.428,3,2.044,3.891,4.882,4,2.275,3.707,4.963,2,2.109,3.885,4.805,2,2.578,15.25,16.1,3,1.758,4.567,5.477,3,no,1,27,2,,1,,,,,,,,1,36.144302368164,-115.27940368652,-1,
R_eh8runBr4DeMZyB,Default Response Set,Anonymous,,,74.90.212.214,0,2015-08-27 12:09:29,2015-08-27 12:12:45,1,78502147,trust,1,,1,0,0,3.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.101,14.101,35.999,1,1,1,1,1,1,1,1,1,1,60,41,30,40,10,0,40,60,50,1,2,2,2,2,2,2,1,2,1.822,5.518000000000001,6.488,3,1.774,2.885,3.845,2,2.623,3.8310000000000004,6.662,2,27.205,32.001,32.845,5,9.566,11.154,12.235,2,1.91,2.7649999999999997,3.482,2,1.906,6.668,8.385,4,2.744,5.016,6.64,2,1.664,3.449,4.182,2,none,2,27,4,1,,,,,,,,,1,40.60090637207,-73.939697265625,-1,
R_3fQ7909gkq6fD0h,Default Response Set,Anonymous,,,76.107.108.153,0,2015-08-27 12:00:43,2015-08-27 12:16:08,1,78583315,likeability,1,1,1,0,0,18.232,0,1,1,1,1,1,1,1,1,1,-39,39,3,-62,-25,22,-11,-36,39,2,2,2,2,2,2,2,2,2,4.266,9.690000000000001,11.189,9,2.288,4.255,5.498,2,4.113,7.265000000000001,8.678,3,2.36,6.64,7.67,4,2.425,4.0009999999999994,6.147,2,2.336,4.904,6.657,4,2.572,3.963,5.018,2,2.191,4.279,5.559,4,2.51,3.822,5.124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,60,2,1,,,,,,,,,1,32.266906738281,-90.198600769043,-1,
R_3wv9MSe15HPGkw5,Default Response Set,Anonymous,,,75.111.21.232,0,2015-08-27 12:12:51,2015-08-27 12:17:12,1,78574033,likeability,1,1,1,14.532,14.532,17.369,1,1,1,1,1,1,1,1,1,1,26,72,11,-20,-63,-65,47,55,69,2,2,2,2,2,2,2,2,2,2.832,6.6160000000000005,8.018,5,2.002,4.106,5.316,3,3.051,5.578,7.928,3,5.618,11.89,14.515,2,2.515,6.786,8.139,3,1.589,11.589,13.288,6,2.558,5.446,7.744,2,2.303,6.046,7.679,4,2.057,4.945,6.756,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no, everything was very clear",2,31,4,1,,,,,,,,,1,40.717697143555,-124.11470031738,-1,
R_7ZH8PgtG6m8skaV,Default Response Set,Anonymous,,,73.197.156.172,0,2015-08-27 12:15:49,2015-08-27 12:19:01,1,78567619,likeability,1,1,1,0,0,5.656,0,1,1,1,1,1,1,1,1,1,-100,-30,-100,-70,100,100,-20,0,-60,2,2,2,2,2,2,2,2,2,2.495,5.082000000000001,3.764,2,6.568,7.4799999999999995,8.713,2,2.301,3.503,2.533,2,4.499,5.239999999999999,6.17,2,6.936,7.9079999999999995,8.589,2,8.1,11.254,12.033,2,4.998,6.125,6.952,2,5.084,6.039,7.53,2,3.977,4.84,5.621,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,47,2,1,,,,,,,,,1,39.636306762695,-74.763298034668,-1,
R_a3LDFdumSb7pJEF,Default Response Set,Anonymous,,,24.217.147.212,0,2015-08-27 12:18:12,2015-08-27 12:19:59,1,78555053,trust,1,,1,0,0,9.418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4.467,0,1,1,1,1,1,1,1,1,1,23,62,71,70,64,77,16,40,46,2,2,2,2,2,2,2,2,2,1.481,2.536,3.719,2,2.131,3.6779999999999995,4.698,4,1.975,3.426,4.212,2,4.911,8.017999999999999,8.692,4,1.566,3.346,4.437,3,2.261,3.611,4.52,2,1.88,3.0409999999999995,4.178,3,1.633,2.662,3.526,2,3.859,5.131,6.299,2,N/A. Have a great week!,1,27,3,1,,,,,,,,,1,38.825103759766,-90.728897094727,-1,
R_enzFOjRi1mDicUR,Default Response Set,Anonymous,,,128.111.96.13,0,2015-08-27 12:18:16,2015-08-27 12:21:20,1,78512986,likeability,1,1,1,0,0,1.951,0,1,1,1,1,1,1,1,1,1,-74,59,-79,-65,16,90,-69,-80,-70,2,2,2,2,2,2,2,2,2,1.599,2.191,3.011,2,2.975,6.152,7.019,4,1.202,2.562,3.06,4,2.383,3.439,4.104,2,71.561,73.08800000000001,73.757,2,13.776,15.32,16.031,3,5.509,7.7170000000000005,8.359,4,9.985,11.137,11.371,3,1.453,3.469,4.207,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,22,2,,,,,,,,,1,1,34.432907104492,-119.83709716797,-1,
R_e9vtKdIB3lEyOmF,Default Response Set,Anonymous,,,184.63.222.172,0,2015-08-27 12:15:11,2015-08-27 12:21:37,1,78505310,trust,1,,1,0,0,42.304,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.078,125.839,128.789,4,1,1,1,1,1,1,1,1,1,50,30,40,20,20,50,40,60,60,2,2,2,2,2,2,2,2,2,3.59,15.624999999999998,16.611,4,4.829,6.901,7.814,2,6.407,8.091000000000001,9.075,3,7.988,10.127,11.493,2,3.598,8.588,9.389,5,7.457,10.295,15.155,3,10.096,13.984,15.4,6,13.093,14.967,16.476,2,2.806,3.899,4.811,2,No problems.,2,32,2,1,,,,,,,1,,1,38,-97,-1,
R_07cO6v8GwXqL0r3,Default Response Set,Anonymous,,,67.100.123.211,0,2015-08-27 12:19:53,2015-08-27 12:23:16,1,78565068,likeability,1,1,1,0,0,14.942,0,1,1,1,1,1,1,1,1,1,-1,66,22,-42,-23,-21,40,-1,-17,2,2,2,2,2,2,2,2,2,2.9,4.484999999999999,5.598,3,2.214,6.475999999999999,7.408,5,8.61,13.706,15.642,2,2.03,5.401,6.485,2,3.261,4.155,5.281,2,2.919,4.953,5.911,3,2.979,4.126,5.715,2,3.262,4.279,5.617,2,2.949,4.353999999999999,6.657,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,40,4,1,,,,,,,,,1,45.481796264648,-122.60049438477,-1,
R_5ySEsDHsupHib2J,Default Response Set,Anonymous,,,24.129.175.59,0,2015-08-27 12:19:04,2015-08-27 12:23:33,1,78562581,trust,1,,1,0,0,13.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,68.019,0,1,1,1,1,1,1,1,1,1,60,60,60,60,40,0,60,60,60,2,2,2,2,2,2,2,2,2,2.395,5.116,6.039,2,2.523,6.529,7.477,2,10.996,26.074,27.722,3,2.222,5.1,6.457,2,4.33,8.996,9.822,3,4.743,7.829000000000001,9.773,2,2.084,4.7170000000000005,5.666,2,2.267,5.354,6.167,2,2.602,6.202999999999999,8.222,2,no,2,42,2,1,,,,,,,,,1,27.736206054688,-82.669097900391,-1,
R_bO87qumvS5Xruf3,Default Response Set,Anonymous,,,100.7.60.199,0,2015-08-27 12:19:35,2015-08-27 12:24:10,1,78542649,likeability,1,1,1,21.653,21.653,22.998,1,1,1,1,1,1,1,1,1,1,-41,61,-20,-69,75,95,51,6,-38,2,2,2,2,2,2,2,2,2,7.665,9.937,11.23,2,1.464,7.111,9.605,4,3.943,12.08,13.778,3,7.862,19.926,21.275,4,2.893,6.076,8.233,3,2.587,11.05,12.343,4,2.012,10.349,11.633,3,2.655,9.110999999999999,11.939,4,6.879,8.055,10.203,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nah, but theres no way any robot looks as good as that last one currently though!",2,28,4,1,,,,,,,,,1,37.484893798828,-77.655097961426,-1,
R_5dtlc9GuZXU3l2Z,Default Response Set,Anonymous,,,66.74.198.53,0,2015-08-27 12:21:15,2015-08-27 12:24:26,1,78536669,trust,1,,1,0,0,7.377,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,52.413,0,1,1,1,1,1,1,1,1,1,75,80,100,60,60,20,90,50,70,2,2,2,2,2,2,2,2,2,3.808,6.252,7.171,3,4.963,10.087,10.569,4,2.254,4.2219999999999995,5.917,2,9.621,14.317,15.595,2,4.465,9.161,10.261,3,4.078,7.312,9.006,3,4.246,7.6610000000000005,9.213,3,3.158,5.432,6.626,2,5.758,8.187999999999999,9.116,3,no,1,35,4,,1,,,,,,,,1,33.727996826172,-116.51159667969,-1,
R_3lr4hdQ9mrSI7rf,Default Response Set,Anonymous,,,73.181.66.9,0,2015-08-27 12:22:16,2015-08-27 12:24:47,1,78559416,likeability,1,1,1,0,0,7.285,0,1,1,1,1,1,1,1,1,1,-60,7,-15,-100,82,89,19,-100,-25,2,2,2,2,2,2,2,2,2,2.542,3.8169999999999997,5.517,2,2.748,3.6500000000000004,5.297,2,3.488,4.766,5.947,2,2.644,4.362,7.136,2,2.518,10.939,12.373,3,6.185,7.17,8.085,2,3,4.906,5.872,2,2.102,6.208,7.497,3,3.324,5.702,6.748,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,4,1,,,,,,,,,1,40.524002075195,-105.13960266113,-1,
R_eUJbSKJabw3V6tf,Default Response Set,Anonymous,,,108.73.38.3,0,2015-08-27 12:21:21,2015-08-27 12:25:10,1,78569892,trust,1,,1,0,0,6.739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.57,26.271,73.623,3,1,1,1,1,1,1,1,1,1,0,35,30,50,30,0,28,0,50,2,2,2,2,2,2,2,2,2,2.514,3.3309999999999995,4.897,2,8.108,14.176,15.916,3,4.561,7.816,8.648,3,4.457,7.192,8.753,3,3.035,12.193000000000001,13.572,5,5.382,6.5649999999999995,8.13,2,7.748,9.147,10.714,2,2.374,3.301,4.306,2,3.545,5.025,5.88,2,No.,2,60,4,,,,,,,,,1,1,29.306594848633,-94.772300720215,-1,
R_8faBpZjPZtfNvq5,Default Response Set,Anonymous,,,73.4.167.5,0,2015-08-27 12:26:28,2015-08-27 12:28:44,1,78543656,trust,1,,1,2.012,2.278,6.373,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.859,28.249,34.977,18,1,1,1,1,1,1,1,1,1,60,40,61,20,20,40,10,10,50,2,2,2,1,2,2,2,2,2,4.116,6.694,7.286,3,2.216,3.0890000000000004,4.094,2,3.82,4.462,5.496,2,5.666,6.665,7.45,2,4.259,7.126,7.683,2,1.582,5.8309999999999995,6.374,4,3.065,3.777,4.403,2,3.975,4.555,5.456,2,3.481,4.059,4.741,2,None at all!,2,25,2,1,,,,,,,,,1,42.693099975586,-71.308700561523,-1,
R_cTi8LJphwqOe7yd,Default Response Set,Anonymous,,,64.134.54.114,0,2015-08-27 12:25:07,2015-08-27 12:30:38,1,78570194,likeability,1,1,1,0,0,18.586,0,1,1,1,1,1,1,1,1,1,-40,-40,-80,-84,-60,80,8,-84,6,2,2,2,2,2,2,2,2,2,16.065,21.849,22.751,2,7.337,10.350999999999999,11.393,3,4.829,8.534,10.518,3,16.758,20.169999999999998,22.171,3,8.321,12.786,14.221,2,3.987,6.791,7.842,3,44.118,53.587999999999994,55.116,4,14.732,17.39,18.738,3,35.705,39.11599999999999,40.117,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,42,5,1,,,,,,,1,,1,32.783096313477,-96.806701660156,-1,
R_1LFM46abft8eQEB,Default Response Set,Anonymous,,,108.32.45.233,0,2015-08-27 12:27:18,2015-08-27 12:31:59,1,78501226,likeability,1,1,1,0,0,25.578,0,1,1,1,1,1,1,1,1,1,-4,-1,-64,-55,21,28,-78,-73,-22,1,2,2,2,2,2,2,2,2,12.457,13.688,15.188,2,8.344,10.126,10.927,3,3.868,7.898999999999999,8.989,2,3.209,4.28,5.704,2,4.65,6.737,7.747,3,54.82,56.358,57.39,2,8.552,9.783,10.987,2,5.806,6.853,7.898,2,3.841,5.184,6.195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,51,4,1,,,,,,,,,1,40.572494506836,-79.957901000977,-1,
R_a2T3i0JW9AUtviB,Default Response Set,Anonymous,,,68.9.159.115,0,2015-08-27 12:32:12,2015-08-27 12:34:33,1,78556306,likeability,1,1,1,0,0,12.466,0,1,1,1,1,1,1,1,1,1,-90,-40,-60,20,95,100,60,-70,-20,2,2,2,2,2,2,2,2,2,4.922,6.5569999999999995,10.277,2,3.207,7.958,9.521,3,3.534,8.873999999999999,11.984,4,2.395,4.7749999999999995,6.689,3,1.529,7.622,8.602,5,1.462,4.63,6.156,3,4.576,5.183999999999999,7.312,2,2.276,8.757,10.188,4,5.376,7.648,9.095,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,28,2,1,,,,,,,,,1,41.986602783203,-72.253402709961,-1,
R_a2Jmrd4c6gS21mJ,Default Response Set,Anonymous,,,66.157.199.226,0,2015-08-27 12:32:29,2015-08-27 12:37:16,1,78597788,trust,1,,1,0,0,19.555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,58.936,0,1,1,1,1,1,1,1,1,1,9,30,20,30,10,49,10,0,0,2,2,2,2,2,2,2,2,2,3.658,12.645999999999999,13.678,4,10.285,14.031,14.864,3,4.133,5.638,8.114,2,7.449,8.704,11.612,2,4.368,6.261000000000001,8.607,3,4.69,7.692,9.666,2,9.909,19.401,22.225,4,3.895,4.883,7.097,2,4.546,5.607,9.012,2,No,1,27,2,1,,,,,,,,,1,30.490097045898,-81.671699523926,-1,
R_bmazpDweFiQSw9n,Default Response Set,Anonymous,,,68.63.164.245,0,2015-08-27 12:31:30,2015-08-27 12:38:15,1,78527562,trust,1,,1,0,0,21.287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,144.344,0,1,1,1,1,1,1,1,1,1,60,61,20,20,40,50,30,30,70,2,2,2,2,2,2,2,2,2,3.92,10.372,13.82,4,8.328,11.713999999999999,14.386,2,14.395,17.276,18.254,2,11.474,14.454,15.81,3,7.191,13.068,14.564,3,25.228,27.519000000000002,29.637,2,4.589,11.533000000000001,13.375,3,8.206,11.399,13.629,2,5.846,10.582,12.66,3,No,2,28,5,,,,,,,,,1,1,36.670394897461,-81.96720123291,-1,
R_e9cZT8g3rZfWOfH,Default Response Set,Anonymous,,,76.107.36.41,0,2015-08-27 12:27:54,2015-08-27 12:38:21,1,78513264,trust,1,,1,4.501,4.501,10.881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,61.891,0,1,1,1,1,1,1,1,1,1,19,9,26,49,46,55,13,9,2,2,2,2,1,2,2,2,2,2,1.912,2.495,3.255,2,2.403,4.075,5.222,3,4.379,5.098999999999999,6.061,2,2.697,3.497,4.504,2,1.918,7.382,11.145,5,141.011,143.68099999999998,144.686,4,,,,,7.457,9.113,10.4,3,132.842,133.841,134.964,2,,2,36,4,1,,,,,,,,,1,32.394302368164,-93.728500366211,-1,
R_4MbhJlWjjx5p4vr,Default Response Set,Anonymous,,,172.91.192.214,0,2015-08-27 12:21:22,2015-08-27 12:39:10,1,78535296,likeability,1,1,1,0,0,6.798,0,1,1,1,1,1,1,1,1,1,-7,73,-15,-30,6,37,64,-22,-53,2,2,2,2,2,2,2,2,2,2.986,3.8720000000000003,4.746,2,2.622,4.308,5.203,2,2.897,5.212,5.982,3,116.599,118.842,119.983,4,3.458,6.126,6.872,4,3.654,7.2780000000000005,8.173,2,2.018,3.117,3.909,2,3.603,4.735,9.584,2,9.372,10.579,11.427,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no, the pictures loaded up normally",2,34,4,,,,,,,,,1,1,34.510192871094,-118.68040466309,-1,
R_721UcpaAb7dmrEV,Default Response Set,Anonymous,,,99.8.45.204,0,2015-08-27 12:36:35,2015-08-27 12:39:20,1,78522611,likeability,1,1,1,0,0,19.265,0,1,1,1,1,1,1,1,1,1,20,71,-4,-40,-57,-61,56,14,90,2,2,2,2,2,2,2,2,2,2.355,7.622999999999999,8.534,3,2.107,4.536,5.455,2,6.8,15.033,15.847,3,2.358,5.481,6.272,3,2.203,4.029999999999999,4.665,3,2.6,7.919,9.565,4,2.236,4.527,5.216,2,4.576,8.493,9.255,3,2.173,9.197,11.914,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,3,1,,,,,,,,,1,29.832107543945,-95.734596252441,-1,
R_9B3nK9TIpyzhnX7,Default Response Set,Anonymous,,,174.77.220.178,0,2015-08-27 12:36:04,2015-08-27 12:39:24,1,78585081,trust,1,,1,0,0,16.354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.77,51.745999999999995,53.06,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,5.527,7.335999999999999,9.247,3,2.875,4.577,5.549,3,2.495,5.793,6.352,3,2.059,4.106,4.949,3,2.509,3.38,4.915,3,2.674,4.899,6.648,4,1.557,4.518,5.434,3,2.798,7.029,8.48,2,1.656,4.7490000000000006,5.444,4,No,2,28,2,1,,,,,,,,,1,32.719100952148,-117.16070556641,-1,
R_3CzmaWFPRnElf5H,Default Response Set,Anonymous,,,73.222.221.210,0,2015-08-27 12:27:38,2015-08-27 12:40:47,1,78583778,trust,1,,1,0,0,55.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,63.485,0,1,1,1,1,1,1,1,1,1,25,3,30,5,0,20,0,0,4,2,2,2,2,2,2,2,2,2,2.951,32.632000000000005,34.679,5,7.802,30.117,35.59,2,29.307,34.947,36.47,3,15.98,29.083,30.751,3,3.444,28.444000000000003,28.888,7,3.581,20.82,26.323,5,2.475,8.071,16.562,3,3.927,14.496,17.55,2,4.523,34.370999999999995,36.602,2,No.,1,43,3,,1,,,,,,,,1,37.773498535156,-122.27880096436,-1,
R_3lLr4TauZptpkwt,Default Response Set,Anonymous,,,174.71.79.180,0,2015-08-27 12:34:46,2015-08-27 12:41:19,1,78515824,likeability,1,1,1,2.076,2.076,103.157,1,1,1,1,1,1,1,1,1,1,-79,-50,-20,-11,-17,36,-40,-28,-56,2,1,2,2,2,2,2,2,2,5.688,6.404,7.289,2,1.492,2.1,2.766,2,1.779,2.3529999999999998,3.32,2,104.513,121.659,122.357,5,20.423,21.162999999999997,21.919,2,21.784,22.705,23.263,2,1.312,2.588,3.217,3,5.916,7.125000000000001,7.686,3,1.954,3.455,4.001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,1,25,2,1,,,,,,,,,1,41.233306884766,-95.930297851562,-1,
R_extasvmVOuA0VsF,Default Response Set,Anonymous,,,68.118.80.191,0,2015-08-27 12:38:06,2015-08-27 12:41:33,1,78514000,likeability,1,1,1,0,0,4.632,0,1,1,1,1,1,1,1,1,1,-100,-30,-18,-100,9,85,23,-11,-4,2,2,2,2,2,2,2,2,2,1.718,2.3129999999999997,3.08,2,3.003,4.553,5.386,2,3.51,8.238,11.071,3,11.529,12.775,14.485,2,2.688,6.247999999999999,6.915,3,17.061,18.515,19.238,3,1.809,3.108,4.095,4,2.252,4.085,4.238,3,2.602,5.082,5.665,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,1,,,,,,,,,1,36.222198486328,-83.323699951172,-1,
R_3w7Rgfxd5XkzXg1,Default Response Set,Anonymous,,,72.198.62.76,0,2015-08-27 12:41:01,2015-08-27 12:43:15,1,78536587,likeability,1,1,1,0,0,9.675,0,1,1,1,1,1,1,1,1,1,15,44,64,70,89,99,-43,-59,-20,2,2,2,2,2,2,2,2,2,4.158,6.2620000000000005,7.523,3,5.631,8.375,9.566,2,2.289,3.3840000000000003,4.453,2,1.587,2.827,3.952,2,4.031,5.247,8.241,2,2.411,3.862,4.914,2,2.041,5.161,6.048,3,2.657,4.521,5.373,2,4.426,10.178,11.09,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,1,25,2,1,,,,,,,,,1,35.533096313477,-97.770698547363,-1,
