survey_code,experiment,Q32_3,Q14(1),Q14(2),Q14(3),Q14(4),Q14(5),Q14(6),Q14(7),Q14(8),Q14(9),Q25_1(1),Q25_1(2),Q25_1(3),Q25_1(4),Q25_1(5),Q25_1(6),Q25_1(7),Q25_1(8),Q25_1(9),Q20(1),Q20(2),Q20(3),Q20(4),Q20(5),Q20(6),Q20(7),Q20(8),Q20(9),Q4_1(1),Q4_2(1),Q4_3(1),Q4_4(1),Q4_1(2),Q4_2(2),Q4_3(2),Q4_4(2),Q4_1(3),Q4_2(3),Q4_3(3),Q4_4(3),Q4_1(4),Q4_2(4),Q4_3(4),Q4_4(4),Q4_1(5),Q4_2(5),Q4_3(5),Q4_4(5),Q4_1(6),Q4_2(6),Q4_3(6),Q4_4(6),Q4_1(7),Q4_2(7),Q4_3(7),Q4_4(7),Q4_1(8),Q4_2(8),Q4_3(8),Q4_4(8),Q4_1(9),Q4_2(9),Q4_3(9),Q4_4(9),Q52,Q33_1,Q33_2,Q33_3,Q33_4,Q46(1),Q46(2),Q46(3),Q46(4),Q46(5),Q46(6),Q46(7),Q46(8),Q46(9),Q47_1(1),Q47_1(2),Q47_1(3),Q47_1(4),Q47_1(5),Q47_1(6),Q47_1(7),Q47_1(8),Q47_1(9),Q49(1),Q49(2),Q49(3),Q49(4),Q49(5),Q49(6),Q49(7),Q49(8),Q49(9),Q50_1(1),Q50_2(1),Q50_3(1),Q50_4(1),Q50_1(2),Q50_2(2),Q50_3(2),Q50_4(2),Q50_1(3),Q50_2(3),Q50_3(3),Q50_4(3),Q50_1(4),Q50_2(4),Q50_3(4),Q50_4(4),Q50_1(5),Q50_2(5),Q50_3(5),Q50_4(5),Q50_1(6),Q50_2(6),Q50_3(6),Q50_4(6),Q50_1(7),Q50_2(7),Q50_3(7),Q50_4(7),Q50_1(8),Q50_2(8),Q50_3(8),Q50_4(8),Q50_1(9),Q50_2(9),Q50_3(9),Q50_4(9),Q18,Q16,Q15,Q17,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q36,LocationLatitude,LocationLongitude,LocationAccuracy
78541123,trust,89.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.786,5.593,81.887,2,1,1,1,1,1,1,1,1,1,73,23,18,11,30,57,53,84,8,2,2,2,2,2,2,2,2,2,3.376,5.759,8.018,3,2.182,11.454,13.352,2,3.148,3.907,4.697,2,1.144,2.001,2.861,3,1.739,2.351,3.458,2,1.203,2.833,3.801,4,1.334,1.914,2.538,2,1.477,2.512,3.175,2,4.999,16.789,17.602,7,,2,24,4,,,,,,,1,,,1,27.83859253,-82.71659851,-1
78574221,trust,11.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.118,7.118,9.46,1,1,1,1,1,1,1,1,1,1,13,10,10,3,9,12,13,5,0,2,2,2,2,2,2,2,2,2,3.81,7.02,7.645,2,1.402,2.48,3.365,2,0.702,1.959,2.881,3,4.83,11.659,12.514,2,1.717,5.53,6.291,3,1.057,1.869,2.755,2,1.423,2.09,3.061,2,1.503,3.851,4.833,3,1.882,2.769,3.59,2,,2,28,4,,,,,,,,,1,1,41.64190674,-91.46170044,-1
78596493,trust,10.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,67.893,0,1,1,1,1,1,1,1,1,1,20,50,40,50,50,40,30,29,20,2,2,2,2,2,2,2,2,2,2.345,3.925,5.007,2,2.049,3.613,4.268,2,2.532,3.588,4.407,2,4.52,19.1,21.346,4,2.416,3.807,4.673,2,3.647,5.281,6.044,2,4.912,6.73,7.105,3,3.262,4.473,5.074,2,4.245,5.356,6.258,2,No,1,24,3,1,,,,,,,,,1,28.12030029,-82.35289764,-1
78575891,likeability,7.183,1,1,1,1,1,1,1,1,1,-100,100,-20,-41,-41,41,79,-22,66,2,2,2,2,2,2,1,2,2,13.032,14.17,15.118,2,4.898,7.306,8.285,3,5.707,12.203,13.253,3,12.469,18.358,20.081,5,24.885,30.453,31.435,4,1.972,7.662,8.748,4,0.586,255.37,256.356,6,3.611,4.551,5.534,2,9.867,17.131,18.494,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,31,3,,1,,,,,,,,1,34.22050476,-77.87020111,-1
78575193,trust,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.738,128.987,130.071,2,1,1,1,1,1,1,1,1,1,100,17,72,23,3,19,8,19,52,1,2,1,1,2,2,2,2,2,3.638,8.156,9.127,2,8.032,12.301,13.233,2,4.114,29.972,32.792,3,3.456,8.936,11.925,2,5.088,12.009,14.61,3,39.967,48.07,49.639,2,3.655,9.748,12.363,2,4.138,10.035,11.731,2,2.763,5.51,8.789,2,"At first I thought I had $100 to split among all of the robots, so my wagers are low on the first few",1,47,5,,1,,,,,,,,1,34.0092926,-118.2584,-1
78585024,likeability,8.179,1,1,1,1,1,1,1,1,1,-73,50,-17,-58,51,92,82,28,52,2,2,2,2,2,2,2,2,2,2.683,4.357,5.664,2,3.365,4.069,4.787,2,3.089,4.025,4.835,2,4.31,5.134,5.946,2,2.551,3.207,3.941,2,2.504,3.424,5.037,2,3.662,9.47,10.469,3,3.697,8.845,10.153,2,3.895,4.698,5.775,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I did not!,2,48,3,1,,,,,,,,,1,35.74339294,-78.53610229,-1
78536824,trust,1.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1.882,0,1,1,1,1,1,1,1,1,1,27,37,24,28,48,35,34,35,48,2,1,2,1,1,1,2,2,2,2.705,3.194,4.183,2,1.673,3.219,7.635,4,1.006,2.722,3.641,5,1.378,2.279,3.185,3,0.948,1.703,2.541,2,2.469,3.021,4.591,2,1.035,4.085,4.409,7,1.853,3.493,4.424,4,1.019,1.714,2.638,2,,2,26,2,1,,,,,,,,,1,37.67829895,-120.9501038,-1
78572264,trust,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,42.401,0,1,1,1,1,1,1,1,1,1,20,50,29,20,10,15,15,20,26,2,2,2,2,2,2,2,2,2,2.367,4.735,7.5,3,2.978,3.801,4.751,2,4.35,5.012,6.196,2,4.359,4.99,5.679,2,2.609,3.46,4.239,2,3.653,5.735,6.573,3,2.441,3.722,4.509,2,2.986,10.385,10.703,4,1.69,4.484,5.295,4,Nope,2,24,2,1,,,,,,,,,1,26.59579468,-80.12989807,-1
78565830,likeability,4.819,1,1,1,1,1,1,1,1,1,-47,56,-52,60,51,77,-31,29,42,2,2,2,2,2,2,2,2,2,2.873,3.373,4.089,2,1.475,2.725,3.385,3,5.519,8.404,9.322,2,2.137,3.373,4.133,3,2.623,3.076,3.742,2,1.66,3.223,4.019,2,1.713,2.596,3.145,3,7.293,8.957,9.934,4,2.005,3.053,3.431,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,1,1,,,,,,,,,1,39.38549805,-119.6753006,-1
78509275,likeability,9.126,1,1,1,1,1,1,1,1,1,50,49,-85,-100,-90,-100,100,95,-7,2,2,2,2,2,2,2,2,2,6.591,8.839,9.597,4,2.989,4.229,4.837,2,2.728,4.079,4.792,2,2.446,4.525,5.323,2,2.972,4.187,4.951,2,2.245,4.084,4.769,2,1.585,3.015,3.575,2,3.18,5.522,6.287,4,2.915,7.683,9.047,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No. ,1,29,4,1,,,,,,,,,1,29.97419739,-97.21199799,-1
78590426,trust,17.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.886,37.168,68.554,3,1,1,1,1,1,1,1,1,1,20,12,10,35,20,25,60,15,40,2,2,2,2,2,2,2,2,2,5.75,12.771,13.842,3,2.279,7.198,8.67,3,1.614,15.83,16.539,5,3.532,12.722,13.949,3,6.336,7.233,8.304,2,3.22,19.188,20.038,4,1.725,6.061,7.342,3,3.632,9.839,11.473,2,3.316,6.152,7.706,3,No.,1,37,4,1,,,,,,1,,,1,41.667099,-85.96589661,-1
78599818,likeability,24.586,1,1,1,1,1,1,1,1,1,-81,42,-81,-80,74,100,22,0,0,2,2,2,2,2,2,2,2,2,1.148,10.393,11.758,4,16.195,21.244,22.817,4,5.004,8.009,9.177,3,19.96,38.195,39.863,8,0.758,16.856,17.979,6,11.111,21.997,24.674,3,2.905,15.828,17.307,5,9,17.525,19.43,5,1.528,15.301,16.218,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,2,36,2,,1,,,,,,,,1,36.03160095,-115.2117996,-1
78597122,trust,4.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,236.494,0,1,1,1,1,1,1,1,1,1,10,20,10,20,10,15,20,10,10,2,2,2,2,2,2,2,2,2,4.403,7.121,8.068,3,4.916,7.931,9.12,3,7.434,10.279,11.672,2,2.227,3.807,5.473,2,5.302,6.336,7.263,2,3.386,4.648,6.295,2,3.395,4.148,5.368,2,2.115,4.889,-117.926,4,3.595,4.939,5.827,2,no,1,36,2,1,,,,,,,,,1,33.90750122,-81.23010254,-1
78563358,likeability,13.99,1,1,1,1,1,1,1,1,1,-42,-10,-10,0,10,20,-6,-22,0,2,2,2,2,2,2,2,2,2,4.25,5.598,7.016,2,5.413,6.73,7.862,2,3.774,5.194,6.507,2,4.678,6.482,8.229,2,4.639,6.574,7.794,2,6.305,8.688,9.935,2,2.413,5.865,7.674,3,12.436,15.105,16.458,2,4.911,7.038,8.895,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,45,2,1,,,,,,,,,1,33.76939392,-83.38970184,-1
78516566,trust,44.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,43.185,0,1,1,1,1,1,1,1,1,1,5,15,12,10,5,3,10,10,10,2,2,1,1,2,2,2,2,2,2.801,3.921,4.563,2,5.815,6.846,7.677,2,2.986,4.362,5.039,2,2.923,3.603,4.533,2,2.708,3.539,4.445,2,3.079,4.246,5.519,2,3.694,4.322,5.18,2,4.902,7.878,8.744,2,5.119,6.502,7.048,2,No,1,27,4,1,,,,,,,,,1,33.15649414,-117.1707001,-1
78532651,trust,20.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,64.954,0,1,1,1,1,1,1,1,1,1,28,20,30,34,71,5,47,41,77,2,2,2,2,2,2,2,2,2,3.84,13.291,15.084,5,6.774,12.806,14.047,4,4.93,18.308,21.927,5,4.637,11.114,11.765,4,3.79,13.089,14.9,3,4.622,10.436,13.267,2,3.169,8.245,11.764,2,3.195,8.853,9.775,5,1.865,4.925,5.846,2,NO,2,32,3,1,,,,,,,,,1,37.63569641,-79.09819794,-1
78589170,likeability,35.022,1,1,1,1,1,1,1,1,1,-90,-5,-75,-20,20,-20,75,50,50,2,2,2,2,2,2,2,2,2,11.172,12.892,13.857,2,6.055,7.456,8.497,2,9.264,12.839,14.045,2,4.989,6.836,10.824,2,10.346,16.929,18.362,2,6.629,10.547,11.874,2,5.751,7.95,9.446,2,5.593,9.447,10.577,2,7.284,8.46,9.949,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, everything functioned perfectly.",2,43,4,1,,,,,,,,,1,35.02459717,-78.99680328,-1
78581243,likeability,5.543,1,1,1,1,1,1,1,1,1,-100,-16,-86,-100,-71,-100,17,9,0,2,2,2,2,2,2,2,2,2,2.279,5.316,5.905,4,4.109,5.732,7.281,2,4.213,7.155,8.065,3,2.483,3.764,4.763,2,7.338,11.631,12.419,2,2.913,6.045,7.595,2,3.546,4.468,5.22,2,6.211,7.415,8.182,2,3.183,5.457,6.34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing thanks!,1,54,3,1,,,,,,,,,1,26.06809998,-80.2766037,-1
78527550,trust,28.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,80.418,0,1,1,1,1,1,1,1,1,1,81,91,72,50,40,60,87,81,90,2,2,2,2,2,2,2,2,2,10.336,11.76,12.958,2,3.923,6.539,8.116,3,3.444,4.915,6.348,2,3.573,5.655,6.552,2,11.957,16.004,17.093,3,3.068,7.9,9.832,2,4.413,6.812,7.81,2,8.256,9.64,10.682,2,2.794,4.137,5.168,2,NO,2,62,4,1,,,,,,,,,1,30.48930359,-91.07420349,-1
78526599,likeability,6.87,1,1,1,1,1,1,1,1,1,19,34,-12,-63,-62,36,0,-1,-9,2,2,2,2,2,2,2,2,2,3.618,4.688,5.949,2,4.723,6.792,7.827,2,2.583,8.33,10.014,3,2.76,4.167,4.941,2,2.319,3.475,5.098,2,12.161,12.808,14.02,2,9.075,12.9,13.727,2,17.4,18.874,19.56,2,4.326,4.941,5.71,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I didn't experience any confusion or technical problems. ,1,29,4,,,,,,1,,,,1,33.67460632,-118.0085983,-1
78538966,trust,58.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.971,286.25,325.518,5,1,1,1,1,1,1,1,1,1,100,100,0,0,100,0,100,100,100,2,2,2,2,2,2,2,2,2,8.58,10.012,11.959,2,5.004,13.15,17.019,3,3.993,5.415,8.228,2,7.666,19.745,20.87,2,7.707,32.287,36.547,3,4.323,7.498,9.558,2,2.838,5.605,7.714,2,4.203,43.946,45.662,3,3.7,8.389,9.295,2,No,2,60,2,1,,,,,,,,,1,40.27879333,-85.3710022,-1
78506627,trust,7.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,39.906,0,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,2,2,2,2,2,2,2,2,2,3.758,4.216,4.792,2,1.711,2.291,3.011,2,1.584,2.607,3.529,2,1.635,2.246,4.231,2,1.619,2.23,3.415,2,2.563,3.417,4.482,2,32.213,33.339,34.004,2,7.628,9.635,10.863,2,1.639,2.171,2.915,2,no,2,30,4,1,,,,,,,,,1,29.74310303,-95.44460297,-1
78590012,likeability,2.058,1,1,1,1,1,1,1,1,1,-11,-24,-42,17,25,48,-62,-70,-47,2,2,2,2,2,2,2,2,2,523.44,525.84,527.545,2,3.235,5.686,6.475,6,11.831,12.951,13.559,2,6.099,8.419,8.937,6,31.806,33.364,34.18,3,819.27,820.814,821.413,2,1.574,2.935,3.445,3,7.514,8.394,8.955,2,44.65,45.953,46.512,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,33,4,1,,,,,,,,,1,40.41690063,-74.25789642,-1
78558626,likeability,17.675,1,1,1,1,1,1,1,1,1,-85,50,-20,65,-20,100,15,-80,55,1,2,2,2,2,2,2,2,2,5.645,9.036,11.68,2,6.488,10.407,12.05,2,10.057,14.529,16.275,2,17.752,55.279,56.01,3,4.308,9.02,11.832,2,9.923,16.107,18.422,2,7.122,10.922,11.765,2,10.66,26.875,28.399,3,12.934,17.093,18.096,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nope, everything worked just fine.",1,45,3,1,,,,,,,,,1,34.04379272,-118.2512054,-1
78556158,trust,7.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,51.811,0,1,1,1,1,1,1,1,1,1,35,70,15,20,20,5,75,60,35,2,2,2,2,2,2,2,2,2,3.085,5.789,6.354,3,4.962,6.428,7.352,2,5.284,6.063,7.037,2,6.595,7.358,7.911,2,3.84,4.751,5.828,2,3.497,4.164,5.241,2,3.32,5.945,6.541,2,4.881,7.659,8.728,2,1.917,3.953,4.533,3,no,2,22,2,1,,,,,,,,,1,32.7545929,-97.78759766,-1
78508435,trust,15.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.963,295.795,411.885,2,1,1,1,1,1,1,1,1,1,75,75,75,75,75,75,75,75,75,1,2,2,2,2,2,2,1,2,7.703,16.469,17.321,3,3.623,5.56,6.269,3,5.496,7.745,8.413,3,2.935,18.704,19.295,5,6.818,9.529,10.769,3,6.093,12.608,13.99,3,1.997,7.577,8.963,3,4.452,7.138,7.976,3,7.389,9.892,10.573,3,no,1,30,3,1,,,,,,,,,1,39.63389587,-84.0739975,-1
78597626,likeability,421.594,1,1,1,1,1,1,1,1,1,-23,24,-26,-24,-27,48,-2,28,-45,2,2,2,1,2,2,2,1,2,11.006,13.126,14.556,3,98.121,98.966,99.902,2,2.677,5.116,6.527,4,3.924,8.338,10.225,4,3.348,5.479,6.659,2,4.503,5.241,6.514,2,2.159,5.612,6.415,6,2.587,3.34,4.239,2,28.057,82.185,82.875,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,40,4,1,,,,,,,,,1,39.86390686,-83.12010193,-1
78581615,trust,22.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,212.989,0,1,1,1,1,1,1,1,1,1,40,15,20,25,0,5,20,10,30,2,2,2,2,2,2,2,2,2,29.954,41.256,46.844,3,7.015,17.339,18.576,3,18.527,35.095,39.403,3,12.634,23.213,26.171,2,7.958,9.496,13.991,2,10.857,16.303,17.817,3,12.01,15.805,22.019,3,25.182,29.837,31.316,4,30.289,34.725,38.717,3,,1,42,4,1,,,,,,,,,1,33.64509583,-117.6786041,-1
78562641,likeability,7.745,1,1,1,1,1,1,1,1,1,-100,-100,-100,-100,-55,0,-100,-100,-39,2,2,2,1,2,2,2,2,2,2.71,3.96,5.19,2,4.03,7.669,8.954,2,3.734,4.866,6.354,2,2.983,4.329,6.789,2,4.402,6.099,7.24,2,4.58,6.028,7.554,2,2.92,4.282,6.096,2,3.38,5.409,7.173,2,4.313,5.958,8.566,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,1,29,2,,,,,,,,1,,1,38.89120483,-76.89530182,-1
78584093,likeability,28.987,1,1,1,1,1,1,1,1,1,-9,40,59,-13,-13,16,-49,-44,42,2,2,2,2,2,2,2,2,2,6.353,8.109,9.467,2,6.465,8.558,11.108,2,22.277,24.495,26.283,2,11.563,18.659,19.936,2,6.053,12.7,14.222,3,4.748,6.759,9.004,2,3.818,9.527,11.683,3,7.151,9.326,11.138,2,4.618,6.922,8.067,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no. Everything ran smoothly.,1,33,5,,,,,,,,1,,1,40.08529663,-82.97519684,-1
78519827,likeability,8.665,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,9.145,25.226,26.76,2,2.969,4.041,4.552,2,4.052,8.477,9.412,3,3.17,5.77,6.252,4,7.879,16.597,17.238,2,3.582,4.909,5.478,2,2.804,3.839,5.334,2,4.999,6.323,6.994,2,4.565,5.757,6.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,33,4,,,,,,1,,,,1,38,-97,-1
78593011,trust,31.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.312,12.656,82.656,3,1,1,1,1,1,1,1,1,1,30,32,40,34,40,70,36,26,44,2,2,2,2,2,2,2,2,2,8.068,36.003,38.109,4,1.257,13.721,14.787,4,0.902,13.629,14.652,3,0.933,23.06,29.83,3,1.256,22.108,23.657,3,2.656,24.96,26.482,4,1.476,15.507,17.048,3,1.902,21.253,22.256,3,0.983,15.143,16.538,3,no,2,60,4,1,,,,,,,,,1,41.54589844,-81.61209869,-1
78561540,trust,12.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,46.196,0,1,1,1,1,1,1,1,1,1,27,90,48,63,69,73,100,23,100,2,2,2,2,2,2,2,2,2,2.962,5.215,6.714,2,3.249,5.019,6.75,3,2.585,4.276,4.995,3,2.644,4.12,4.878,2,4.651,7.756,8.533,2,2.959,4.153,5.794,2,6.349,8.765,10.019,3,4.364,5.507,6.212,2,7.114,13.95,15.161,2,no,2,24,3,1,,,,,,,,,1,36.14430237,-115.1829987,-1
78599803,likeability,15.275,1,1,1,1,1,1,1,1,1,-22,65,-1,12,5,37,-11,22,-15,2,2,1,2,2,2,2,2,2,5.149,7.633,8.631,2,10.771,13.511,15.724,2,6.677,10.111,11.397,2,5.169,7.123,8.211,2,7.008,8.838,11.641,2,5.589,7.625,8.693,2,153.19,157.823,159.336,2,3.654,6.28,7.318,2,4.819,6.516,8.194,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,39,2,1,,,,,,,,,1,35.97259521,-81.55130005,-1
78554236,likeability,22.805,1,1,1,1,1,1,1,1,1,-86,60,-50,-75,-50,-100,90,10,-20,2,2,2,2,2,2,2,2,2,8.882,11.817,13.484,2,6.473,12.997,14.93,3,6.689,11.601,13.582,3,6.381,8.732,10.127,2,16.1,18.388,20.244,2,3.972,6.849,8.122,2,8.157,9.866,11.184,2,12.205,13.509,15.088,2,8.437,9.805,10.973,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,1,52,4,1,,,,,1,,,,1,47.91299438,-122.3041992,-1
78591991,likeability,8.813,1,1,1,1,1,1,1,1,1,-1,61,-36,38,-37,74,1,-1,0,2,2,2,2,2,2,2,2,2,1.71,2.421,3.106,2,2.709,3.66,4.17,2,1.595,4.6,5.523,3,1.485,2.901,3.708,2,2.06,3.644,4.356,2,2.01,3.538,4.255,3,1.627,2.563,3.487,2,1.805,3.053,3.939,2,3.815,6.71,8.938,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,27,4,1,,,,,,,,,1,33.67460632,-118.0085983,-1
78536356,likeability,1.725,1,1,1,1,1,1,1,1,1,-75,-61,-17,-46,-17,55,42,-65,-88,2,2,2,2,2,2,2,2,2,1.094,1.866,2.02,2,315.681,317.423,318.232,2,1.137,1.971,2.105,2,1.355,2.292,2.507,3,1.18,4.842,5.237,3,1.201,2.782,2.969,3,2.072,3.252,3.485,3,1.881,2.42,2.554,2,16.17,17.767,18.773,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,2,31,2,1,,,,,,,,,1,45.55340576,-122.8191986,-1
78538995,trust,48.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.034,25.034,34.573,1,1,1,1,1,1,1,1,1,1,15,24,15,38,44,44,20,9,13,2,2,2,2,2,2,2,2,2,22.131,22.717,23.492,2,17.469,18.723,19.982,3,8.388,9.325,10.115,2,2.084,2.675,3.809,2,46.978,49.866,50.675,4,20.315,21.82,22.689,2,3.177,4.417,5.375,2,3.575,6.673,7.522,2,1.916,3.063,3.786,2,no,1,28,2,1,,,,,,,,,1,33.02470398,-83.229599,-1
78546224,likeability,5.07,1,1,1,1,1,1,1,1,1,-11,-1,-55,-18,24,100,-26,-32,-1,2,2,2,2,2,2,2,2,2,4.895,6.094,7.401,2,4.261,6.098,7.313,2,3.282,4.765,6.094,2,3.145,6.367,7.588,2,4.294,7.025,8.761,3,3.714,5.185,6.739,2,3.786,4.888,6.246,2,2.366,6.799,11.182,3,3.561,8.128,9.543,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,37,5,,1,,,,,,,,1,36.83720398,-76.14640045,-1
78515210,trust,4.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4.937,0,1,1,1,1,1,1,1,1,1,69,39,83,32,64,76,16,0,53,2,2,1,2,2,2,1,2,2,6.632,8.403,9.658,3,2.438,6.576,7.583,2,6.368,8.739,9.212,3,5.532,28.248,28.769,4,8.108,12.966,14.414,2,2.533,10.114,29.065,2,77.408,80.996,82.138,3,1.636,12.171,13.679,5,1.789,5.265,5.956,3,no,2,23,4,1,,,,,,,,,1,30.45629883,-84.35399628,-1
